# first,last,id,gender,joindate,latitude,longitude,city,state,country,checkin count
27939,83653,0.86568158,0
27939,83867,0.119203465,0
27939,112003,0.216966644,4
27939,112004,0.179893685,1
27939,120376,1,0
28587,30059,0.489519126,0
28587,38458,0.537883107,0
28587,39307,0.633291284,0
28587,39312,0.605881669,0
28587,39320,0.65970375,1
28587,39324,0.603638755,4
28587,39325,0.339528068,0
28587,101307,0.919529268,0
28977,59291,1,0
29030,42494,0.270688362,6
29030,42671,0.579123672,3
29030,61089,0.819086724,0
29030,65601,0.693701557,0
29473,49865,0.210719273,2
29473,51611,0.426868683,0
29473,98074,0.173664803,0
29473,121768,0.353518367,0
30059,39305,1,0
30059,39312,1,0
30059,39325,1,0
30326,31170,0.816903181,0
30326,33190,0.776561322,0
30326,46399,0.375434609,1
30326,46491,1,0
30326,122703,0.956549144,1
30326,122704,0.082011578,16
30391,44622,0.495327881,0
30708,30959,0.716052451,0
30959,31019,1,0
31210,34639,1,0
31788,31793,0.218541283,1
33124,37731,0.853992295,0
33190,46399,0.742753327,0
33268,65131,1,0
33268,65132,1,0
33526,42714,0.650268023,5
33675,41728,1,0
33675,47299,1,0
33675,47314,1,0
33675,63163,1,0
34342,85046,0.678487464,0
34961,44625,0.649640577,0
34961,45687,0.097026531,5
35031,65266,1,0
35031,72073,1,0
35031,83482,1,0
35225,60146,1,0
35357,83867,0.955386807,0
35626,51670,0.633291284,0
35626,59291,0.380226527,0
35626,68410,0.529896073,0
35626,69137,0.262058105,0
37731,43334,1,0
37731,67788,1,0
37731,74761,1,0
37731,90582,1,0
37917,42995,0.638785534,3
37917,129755,0.557332815,3
38329,40395,1,0
38458,39311,0.177740577,2
38458,39312,0.386643039,0
38458,39315,0.141430252,1
38458,39324,0.311165995,2
38458,39325,0.214104565,0
38682,55798,0.778185445,6
39296,44625,1,0
39296,45687,1,0
39296,73195,1,0
39307,39311,0.065793961,36
39307,39315,0.236048002,3
39307,44621,0.06889054,0
39307,44625,0.266227269,11
39307,73193,0.259141228,0
39308,39325,1,0
39311,39315,0.046253513,4
39311,39324,0.322024495,13
39311,39325,0.139233571,0
39311,44622,0.510263283,0
39311,44625,0.193238106,16
39312,73192,1,0
39315,39324,0.333703188,2
39315,44625,0.104307319,2
39315,45687,0.425687148,2
39315,50082,0.605881669,0
39315,73192,0.224300283,0
39321,44622,0.574372053,0
39324,39325,0.488679757,0
39324,44625,0.534516501,5
39324,50082,0.826339555,0
39324,73192,0.622770851,0
39324,101307,0.589005886,3
39378,92593,1,0
39378,92594,1,0
39378,92596,1,0
40798,70757,1,0
40860,134071,0.574372053,2
40861,40866,0.238406127,0
40861,77180,1,0
40861,134071,1,0
41728,47299,0.590689802,0
41728,47314,0.178727728,1
42021,55798,0.904796528,2
42494,65601,0.353518367,0
42995,129755,0.037382413,22
42995,136568,0.65165246,1
42995,136571,0.537883107,0
42995,136573,0.27805869,16
43334,45819,1,0
43334,68822,1,0
43334,92596,1,0
43334,136927,1,0
43334,136928,1,0
43932,62715,0.130967614,0
44621,44625,1,0
44621,73193,1,0
44621,101307,1,0
44625,45687,0.372840234,3
44625,73192,0.582678597,0
45536,92596,1,0
45620,45819,1,0
45819,66789,1,0
45819,69396,1,0
45819,139420,0.657305305,1
45823,58077,1,0
45823,80942,1,0
46399,122704,0.495327881,0
46997,54079,0.651587202,0
46997,60146,0.785969877,0
47299,47314,1,0
47299,63163,1,0
47299,106956,1,0
47299,141033,1,0
47314,63163,0.195545463,0
49865,51611,0.176799607,0
49865,98074,0.06889054,0
49865,120896,0.761996009,1
49865,121768,0.416752108,1
49865,143222,0.761996009,1
49865,143223,0.407300165,0
49865,143226,0.393022664,4
51611,98074,1,0
51611,143223,1,0
51611,143226,1,0
51670,68410,1,0
51670,69137,1,0
51670,106956,1,0
51670,141033,1,0
52167,83482,1,0
52288,58076,1,0
52288,79598,1,0
52288,80937,1,0
52602,129755,1,0
52940,77180,1,0
55798,70757,0.872492786,0
55798,70914,0.853992295,0
55798,71773,0.678487464,0
55798,77061,0.605881669,0
55798,88361,0.417217351,0
55798,88363,0.458652172,0
55798,131943,0.572247549,1
55798,131970,0.252289967,0
55798,148137,0.365758889,2
55798,148138,1,0
55798,148139,1,0
56809,103496,1,0
57697,68410,1,0
58076,58077,1,0
58076,60146,1,0
58076,79598,1,0
59291,66961,1,0
59291,68410,1,0
60146,65266,1,0
60146,70204,1,0
60146,80936,1,0
65131,65132,0.445400569,0
65131,89257,1,0
66958,68410,1,0
66961,68410,1,0
67713,92596,1,0
67788,74761,1,0
67788,90582,1,0
68410,106956,0.445400569,0
68410,106957,0.641467959,7
68410,115778,0.939099889,2
68410,141033,0.605881669,0
68410,155937,1,0
68410,155938,0.337587101,11
68410,155939,1,0
68410,155940,1,0
68410,155941,1,0
68813,68818,1,0
68814,68826,1,0
68815,68816,0.034978744,2
69371,72300,0.335963531,0
69371,83482,0.279304661,0
69371,83867,0.279304661,0
69371,112004,0.10862673,0
70757,131970,1,0
71773,88361,0.386643039,0
71773,131970,0.471375059,0
72073,73104,0.695631355,2
72300,72609,1,0
72300,83482,1,0
72300,83867,1,0
72300,83872,1,0
72300,112004,1,0
72609,73104,1,0
72609,83867,0.364851349,0
72609,112004,0.151716596,0
75968,83867,1,0
80937,80938,0.072059804,3
80937,80940,0.06889054,0
80938,80940,0.008944318,0
83482,83867,1,0
83482,83872,1,0
83482,112003,1,0
83482,112004,1,0
83482,162428,1,0
83867,112003,1,0
83867,112004,1,0
87915,88927,1,0
87915,103496,1,0
88361,88363,1,0
88361,131970,1,0
88363,131970,1,0
88363,148137,1,0
88927,103496,0.742753327,0
89257,98074,1,0
89257,165582,1,0
89257,165583,1,0
89688,150376,0.633291284,0
89688,166003,0.794629458,0
90366,97973,1,0
91572,98440,0.605881669,0
92592,92594,1,0
92592,92596,1,0
92592,92597,1,0
92593,92596,1,0
92594,92596,1,0
92594,92597,1,0
92596,92597,1,0
97973,97975,0.151716596,0
97973,103931,0.595629434,1
97973,170163,1,0
97973,170164,0.445400569,0
97975,170164,1,0
98074,120896,1,0
98074,121768,1,0
98074,143222,1,0
98074,143223,1,0
98074,143226,1,0
101888,166003,1,0
103496,173316,0.886850336,1
103496,173317,0.875647081,1
103577,136571,1,0
103577,136573,1,0
103577,173363,1,0
106956,141033,0.094851929,0
106956,175031,0.445400569,0
106956,175032,0.445400569,0
111727,129755,0.86568158,2
112003,112009,0.445400569,1
112003,177265,0.595873501,6
129755,136568,0.534440775,1
129755,136571,0.088138686,0
129755,136573,0.019119124,17
129755,146073,0.137887661,14
129755,182041,0.574372053,0
129755,182042,0.122766426,0
131943,131970,0.210001441,0
131943,148137,0.195545463,0
131970,148137,1,0
132095,182753,1,0
132826,136573,0.605881669,0
132826,146073,0.603423339,1
136571,136573,1,0
136571,146073,1,0
136571,173363,1,0
136571,182042,1,0
136573,146073,0.011614157,33
136573,173363,0.094851929,0
136573,182041,0.537883107,0
136573,182042,0.094851929,0
141033,185485,1,0
141033,185486,1,0
143223,143226,1,0
143223,165583,1,0
146073,173363,0.317738509,0
146073,182042,0.122766426,0
150376,166003,0.342374942,1
150376,187865,0.298010842,2
166003,182753,0.444028233,1
166003,187865,0.495327881,0
166003,191190,1,0
166003,191191,0.326398461,1
175031,175032,0.016953731,1
182753,191191,0.151716596,0
